ITEM_20150317_000001	無_helmet
ITEM_20160811_010909	In order to use this weapon effectively, the blade of the weapon should always be sharpened. (Will be erased on September 8th.)
ITEM_20160811_010910	經驗值提升 +22860 ，職業經驗值提升 +17602。從30級開始可使用。
ITEM_20160811_010911	經驗值提升 +60312 ，職業經驗值提升 +46440。從70級開始可使用。
ITEM_20160811_010912	1分內提升暴擊攻擊力+24，點擊滑鼠右鍵使用，冷卻時間120秒。
ITEM_20160811_010913	1分內使物理、魔法防禦力提升+20，點擊滑鼠右鍵使用，冷卻時間120秒。
ITEM_20160811_010914	經驗值提升 +3630357 ，職業經驗值提升 +2795374。從275級開始可使用。
ITEM_20160811_010915	LV14 經驗值卡片
ITEM_20160811_010916	經驗值提升 +13189741 ，職業經驗值提升 +10156100。從210級開始可使用。
ITEM_20160811_010917	LV15 經驗值卡片
ITEM_20160811_010918	經驗值提升 +31212626 ，職業經驗值提升 +24033722。從250級開始可使用。
ITEM_20160811_010919	凱伊托 恢復藥水 Lv2
ITEM_20160811_010920	Restores 480 HP & SP per 2 seconds for 15秒。點擊滑鼠右鍵使用。冷卻時間30秒。
ITEM_20160811_010921	凱伊托 恢復藥水 Lv3
ITEM_20160811_010922	Restores 617 HP & SP per 2 seconds for 15秒。點擊滑鼠右鍵使用。冷卻時間30秒。
ITEM_20160811_010923	附魔彈
ITEM_20160811_010924	朝周圍任意對象丟擲附魔彈，會造成敵人自身物理攻擊力和魔法攻擊力加總數值的攻擊力之魔法傷害。
ITEM_20160811_010925	未知的藥水
ITEM_20160811_010926	不知內容物的藥水，點擊右鍵即可使用。
ITEM_20160811_010927	不知內容物的藥水
ITEM_20160811_010928	稱號-最傑出的金手
ITEM_20160811_010929	可以獲得最傑出的金手稱號的道具，右點擊使用即可獲得稱號。
ITEM_20160811_010930	鴉雀喜愛的穀食飼料，可以恢復鴉雀的全部HP和耐力+600。
ITEM_20160811_010931	御守
ITEM_20160811_010932	活化御守讓自身所受到的高階有害效果無效化，每當效果無效化時，會消滅1張御守，點擊滑鼠右鍵即可活化御守。
ITEM_20160811_010933	令所有冷卻等待時間重置的藥水，點擊滑鼠右鍵即可使用。
ITEM_20160811_010934	Use to obtain silver. Will be removed during the July 7th scheduled maintenance.
ITEM_20160811_010935	大發銀幣箱(限時14天)
ITEM_20160811_010936	使用時可以獲得任意的銀幣。道具使用期限為14天，獲得後開始計時，若超過使用期限將無法使用道具。
ITEM_20160811_010937	圖鑑：沿岸要塞
ITEM_20160811_010938	圖鑑：丁古帕斯
ITEM_20160811_010939	圖鑑：貝達高原
ITEM_20160811_010940	圖鑑：梅沙帕瑟拉
ITEM_20160811_010941	圖鑑：史圖卡斯高原
ITEM_20160811_010942	圖鑑：那哈斯森林
ITEM_20160811_010943	圖鑑：貝拉沿岸
ITEM_20160811_010944	圖鑑：艾爾高斯修道院別館
ITEM_20160811_010945	圖鑑：艾爾高斯修道院本院
ITEM_20160811_010946	圖鑑：阿勒篾森林
ITEM_20160811_010947	圖鑑：巴勒哈森林
ITEM_20160811_010948	圖鑑：克蘭托沿岸
ITEM_20160811_010949	圖鑑：伊基提沿岸
ITEM_20160811_010950	圖鑑：伊布雷高原
ITEM_20160811_010951	圖鑑：瑪當高原
ITEM_20160811_010952	圖鑑：史班堤瑪斯遺址
ITEM_20160811_010953	圖鑑：卡杜梅爾絕壁
ITEM_20160811_010954	圖鑑：鋼鐵高原
ITEM_20160811_010955	圖鑑：克里那斯林間小路
ITEM_20160811_010956	圖鑑：克里那斯修練場
ITEM_20160811_010957	圖鑑：克里那斯丘陵地
ITEM_20160811_010958	幫手召喚石
ITEM_20160811_010959	卡片魔方：昆蟲型
ITEM_20160811_010960	使用時隨機獲得昆蟲型卡片。點擊滑鼠右鍵使用。
ITEM_20160811_010961	卡片魔方：變異型
ITEM_20160811_010962	使用時隨機獲得變異型卡片。點擊滑鼠右鍵使用。
ITEM_20160811_010963	卡片魔方：植物型
ITEM_20160811_010964	使用時隨機獲得植物型卡片。點擊滑鼠右鍵使用。
ITEM_20160811_010965	卡片魔方：惡魔型
ITEM_20160811_010966	使用時隨機獲得惡魔型卡片。點擊滑鼠右鍵使用。
ITEM_20160811_010967	卡片魔方：野獸型
ITEM_20160811_010968	使用時隨機獲得野獸型卡片。點擊滑鼠右鍵使用。
ITEM_20160811_010969	祝福的魔方
ITEM_20160811_010970	使用魔方時可以獲得受祝福的碎片。
ITEM_20160811_010971	金光箱
ITEM_20160811_010972	使用時可以獲得任意道具。
ITEM_20160811_010973	輕便鐵砧
ITEM_20160811_010974	只有強化階段為0時可以使用，不會消耗強化費用，點擊滑鼠右鍵即可使用。
ITEM_20160811_010975	[卡片裝備效果]{nl} 10% 機率在攻擊大型怪物時獲得 +[★] 地屬性攻擊力  持續7秒
ITEM_20160811_010976	[卡片裝備效果]{nl} [卡片裝備數量]% 機率在被攻擊時使用 Lv. 1 痛苦屏障
ITEM_20160811_010977	[卡片裝備效果]{nl} 打擊屬性抵抗 +[★]{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"庫勒坤魔牛"
ITEM_20160811_010978	[卡片裝備效果]{nl} 使用HP回復藥水時，物理防禦 +[★]%  持續10秒
ITEM_20160811_010979	[卡片裝備效果]{nl} 10% 機率在攻擊中型怪物時獲得 +[★] 火屬性攻擊力  持續7秒
ITEM_20160811_010980	[欄位裝備效果] 使用SP回復藥水時，物理攻擊力 +[{img star_mark 20 20}]% 持續6秒
ITEM_20160811_010981	[卡片裝備效果]{nl} 受到火屬性攻擊時 +[最大★]% 機率反射50%傷害
ITEM_20160811_010982	[卡片裝備效果]{nl} 10% 機率在攻擊中型怪物時獲得 +[★] 暗屬性攻擊力  持續7秒{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"尼多普巴伊"
ITEM_20160811_010983	[卡片裝備效果]{nl} 10% 機率在攻擊小型怪物時獲得 +[★] 暗屬性攻擊力  持續7秒{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"地獄亡靈"
ITEM_20160811_010984	[卡片裝備效果]{nl} 暴擊攻擊力+[★]
ITEM_20160811_010985	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對變異型怪物的傷害
ITEM_20160811_010986	[卡片裝備效果]{nl} 受到毒屬性攻擊時 +[最大★]% 機率反射50%傷害
ITEM_20160811_010987	[卡片裝備效果]{nl} 增加耐力藥丸的效果 +[★]%
ITEM_20160811_010988	[卡片裝備效果]{nl} 受到冰屬性攻擊時 +[最大★]% 機率反射50%傷害
ITEM_20160811_010989	[卡片裝備效果]{nl} 擊殺地屬性敵人時，有 [最大★]%  機率回復 10% SP
ITEM_20160811_010990	[卡片裝備效果]{nl} 法術增幅 +[★]{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"雷克西波"
ITEM_20160811_010991	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對中型怪物的傷害 {nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"地心蟲王"的技能
ITEM_20160811_010992	[卡片裝備效果]{nl} SP藥水的效果增加 +[★]%{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"利卡烏斯"
ITEM_20160811_010993	[卡片裝備效果]{nl} 受到電屬性攻擊時 +[最大★]% 機率反射50%傷害
ITEM_20160811_010994	[卡片裝備效果]{nl} 10% 機率在攻擊中型怪物時獲得 +[★] 冰屬性攻擊力  持續7秒
ITEM_20160811_010995	[卡片裝備效果]{nl} [最大★]% 機率在擊殺變異型怪物時，對周圍怪物造成濺射傷害
ITEM_20160811_010996	孟堤肯卡片
ITEM_20160811_010997	[卡片裝備效果]{nl} 使用耐力藥丸時增加移動速度 +[最大★] 持續5秒 {nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"孟堤肯"的技能
ITEM_20160811_010998	[卡片裝備效果]{nl} 攻擊惡魔型怪物時，[最大★]% 機率致盲{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"木乃伊賈西特"
ITEM_20160811_010999	[卡片裝備效果]{nl} 10% 機率在攻擊中型怪物時獲得 +[★] 毒屬性攻擊力  持續7秒
ITEM_20160811_011000	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對冰屬性怪物的傷害　{nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"摩吉"的技能
ITEM_20160811_011001	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對飛行型怪物的傷害　{nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"魔斯怪"的技能
ITEM_20160811_011002	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對惡魔型怪物的傷害
ITEM_20160811_011003	[卡片裝備效果]{nl} 地屬性抵抗 +[★]
ITEM_20160811_011004	[卡片裝備效果]{nl} 10% 機率在攻擊大型怪物時獲得 +[★] 毒屬性攻擊力  持續7秒
ITEM_20160811_011005	[卡片裝備效果]{nl} 格檔 +[★]
ITEM_20160811_011006	[卡片裝備效果]{nl} 物理攻擊時，有 [卡片裝備數量]% 機率造成暈眩 持續3秒 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"米諾牛頭怪"
ITEM_20160811_011007	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對小型怪物的傷害 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"米爾堤斯"
ITEM_20160811_011008	[卡片裝備效果]{nl} 10% 機率在攻擊中型怪物時獲得 +[★] 電屬性攻擊力  持續7秒
ITEM_20160811_011009	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對地屬性怪物的傷害
ITEM_20160811_011010	[卡片裝備效果]{nl} 迴避 +[★]{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"貝洛查德"
ITEM_20160811_011011	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對野獸型怪物的傷害
ITEM_20160811_011012	[卡片裝備效果]{nl} 10% 機率在攻擊中型怪物時獲得 +[★] 火屬性攻擊力  持續7秒
ITEM_20160811_011013	[卡片裝備效果]{nl} 10% 機率在攻擊中型怪物時獲得 +[★] 聖屬性攻擊力  持續7秒
ITEM_20160811_011014	[卡片裝備效果]{nl} 當擊殺昆蟲型怪物時,有 [最大★]% 機率獲得毒量 10 (巫蠱師限定){nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"比特雷巨蜂"的技能
ITEM_20160811_011015	[卡片裝備效果]{nl} 10% 機率在攻擊大型怪物時獲得 +[★] 暗屬性攻擊力  持續7秒{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"獨眼巨人"
ITEM_20160811_011016	[卡片裝備效果]{nl} 冰屬性抵抗 +[★]
ITEM_20160811_011017	[卡片裝備效果]{nl} 擊殺火屬性怪物時，有 [最大★]%  機率回復 10% SP
ITEM_20160811_011018	[卡片裝備效果]{nl} 沉默抵抗 +[★/2]%{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"鬼影凱伊洛"
ITEM_20160811_011019	[卡片裝備效果]{nl} 受到地屬性攻擊時 +[最大★]% 機率反射50%傷害
ITEM_20160811_011020	[卡片裝備效果]{nl} 電屬性抵抗 +[★]
ITEM_20160811_011021	[卡片裝備效果]{nl} 刺擊屬性抵抗 +[★]
ITEM_20160811_011022	[卡片裝備效果]{nl} 擊殺暗屬性怪物時，有 [最大★]%  機率回復 10% SP {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"惡靈君主"
ITEM_20160811_011023	[卡片裝備效果]{nl} 擊殺毒屬性敵人時，有 [最大★]%  機率回復 10% SP {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"王座大蜘蛛"
ITEM_20160811_011024	[卡片裝備效果]{nl} 10% 機率在攻擊大型怪物時獲得 +[★] 火屬性攻擊力  持續7秒
ITEM_20160811_011025	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對火屬性怪物的傷害
ITEM_20160811_011026	[卡片裝備效果]{nl} 受到暗屬性攻擊時 +[最大★]% 機率反射50%傷害 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"鐵甲殘魔"
ITEM_20160811_011027	[卡片裝備效果]{nl} 暗屬性抵抗 +[★]{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"邪惡寶箱怪"
ITEM_20160811_011028	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對電屬性怪物的傷害
ITEM_20160811_011029	[卡片裝備效果]{nl} 敏捷 +[★]{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"機角卡洛斯"
ITEM_20160811_011030	[卡片裝備效果]{nl} 10% 機率在攻擊小型怪物時獲得 +[★] 聖屬性攻擊力  持續7秒
ITEM_20160811_011031	[卡片裝備效果]{nl} 聖屬性抵抗 +[★]
ITEM_20160811_011032	[欄位裝備效果] 當攻擊命中時,有 [{img star_mark 20 20}]% 機率轉為背後攻擊
ITEM_20160811_011033	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對暗屬性怪物的傷害{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"獨角獸"
ITEM_20160811_011034	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對植物型怪物的傷害
ITEM_20160811_011035	[卡片裝備效果]{nl} 擊殺植物型怪物時，有 [最大★]% 機會得到 1 木柴
ITEM_20160811_011036	[卡片裝備效果]{nl} 擊殺植物型怪物時，有 [最大★]% 機會得到 1 雕刻材料
ITEM_20160811_011037	[卡片裝備效果]{nl} 使用 SP 回復藥水時，增加 +[★]% 魔法攻擊力 持續10秒 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"死靈查普利"
ITEM_20160811_011038	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對昆蟲型怪物的傷害 {nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"切波勒"的技能
ITEM_20160811_011039	[卡片裝備效果]{nl} 擊殺冰屬性敵人時，有 [最大★]%  機率回復 10% SP{nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"蓋洛貝斯寄居蟹"的技能
ITEM_20160811_011040	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對大型怪物的傷害
ITEM_20160811_011041	[卡片裝備效果]{nl} 10% 機率在攻擊小型怪物時獲得 +[★] 冰屬性攻擊力  持續7秒
ITEM_20160811_011042	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對毒屬性怪物的傷害
ITEM_20160811_011043	[卡片裝備效果]{nl} 格檔穿透 +[★] {nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"奇魯毛蟲獸"的技能
ITEM_20160811_011044	[卡片裝備效果]{nl} 負重量 +[最大★]%
ITEM_20160811_011045	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對BOSS級怪物的傷害 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"墓主洛德"
ITEM_20160811_011046	[卡片裝備效果]{nl} 毒屬性抵抗 +[★]
ITEM_20160811_011047	[卡片裝備效果]{nl} 火屬性抵抗 +[★]
ITEM_20160811_011048	[卡片裝備效果]{nl} 擊殺電屬性敵人時，有 [最大★]%  機率回復 10% SP {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"夏勒琵雅"
ITEM_20160811_011049	[卡片裝備效果]{nl} 10% 機率在攻擊小型怪物時獲得 +[★] 毒屬性攻擊力  持續7秒 {nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"鬼眼蜘蛛"的技能
ITEM_20160811_011050	[卡片裝備效果]{nl} 魔法攻擊力 +[★] {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"赫嘉塞露女妖"
ITEM_20160811_011051	[卡片裝備效果]{nl} 最大 SP +[★*15] {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"蠱惑惡靈"
ITEM_20160811_011052	[卡片裝備效果]{nl} 10% 機率在攻擊BOSS級怪物時獲得 +[★] 冰屬性攻擊力  持續7秒
ITEM_20160811_011053	[卡片裝備效果]{nl} 當擊殺野獸型怪物時,有 [最大★]% 增加屍體數量 3 (死靈魔法師限定)
ITEM_20160811_011054	[卡片裝備效果]{nl} 增加 [卡片裝備數量]% 對固定型怪物的傷害 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"克洛提德". (無法移動)
ITEM_20160811_011055	[卡片裝備效果]{nl} 10% 機率在攻擊中型怪物時獲得 +[★] 地屬性攻擊力  持續7秒
ITEM_20160811_011056	[卡片裝備效果]{nl} 10% 機率在攻擊大型怪物時獲得 +[★] 電屬性攻擊力  持續7秒
ITEM_20160811_011057	[卡片裝備效果]{nl} 10% 機率在攻擊大型怪物時獲得 +[★] 聖屬性攻擊力  持續7秒 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"史潘飛行獸人"
ITEM_20160811_011058	[卡片裝備效果]{nl} 被中型怪物攻擊時，有[最大★]%機率回復 1% SP {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"地獄三頭犬"
ITEM_20160811_011059	[卡片裝備效果]{nl} 睡眠抵抗 +[★/2]%
ITEM_20160811_011060	[卡片裝備效果]{nl} HP、SP 回復 +[卡片裝備數量]%
ITEM_20160811_011061	[卡片裝備效果]{nl} 10% 機率在攻擊小型怪物時獲得 +[★] 地屬性攻擊力  持續7秒
ITEM_20160811_011062	[卡片裝備效果]{nl} 物理防禦力 +[★]
ITEM_20160811_011063	[卡片裝備效果]{nl} 命中率 +[★] {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"那柯堤斯"
ITEM_20160811_011064	[欄位裝備效果] 精神屬性 + [{img star_mark 20 20}]
ITEM_20160811_011065	[卡片裝備效果]{nl} 死亡時有 5% 機率以 [★]% HP 復活 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"圖拉漢"
ITEM_20160811_011066	[卡片裝備效果]{nl} 致盲抵抗 +[★/2]%{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"利泰力斯"
ITEM_20160811_011067	[欄位裝備效果] 魔法防禦力 +[{img star_mark 20 20}]% {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"努亞耶雷"
ITEM_20160811_011068	[卡片裝備效果]{nl} HP回復藥水效果 +[★]%{nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"諾溫"的技能
ITEM_20160811_011069	[卡片裝備效果]{nl} 體力 +[★]{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"布爾魯"
ITEM_20160811_011070	[卡片裝備效果]{nl} 斬擊屬性抵抗 +[★]
ITEM_20160811_011071	[卡片裝備效果]{nl} 出血抵抗 +[★/2]%
ITEM_20160811_011072	[卡片裝備效果]{nl} 暴擊抵抗 +[★]{nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"石化蜥蜴"的技能
ITEM_20160811_011073	[卡片裝備效果]{nl} 10% 機率在攻擊小型怪物時獲得 +[★] 電屬性攻擊力  持續7秒
ITEM_20160811_011074	[卡片裝備效果]{nl} 副武器攻擊力 +[★]{nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"佛羅斯凱"的技能
ITEM_20160811_011075	[卡片裝備效果]{nl} 10% 機率在攻擊BOSS級怪物時獲得 +[★] 毒屬性攻擊力  持續7秒
ITEM_20160811_011076	[卡片裝備效果]{nl} 被小型怪物攻擊時，有[最大★]%機率回復 0.5% SP {nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"貝紐特"的技能
ITEM_20160811_011077	[卡片裝備效果]{nl} 10% 機率在攻擊BOSS級怪物時獲得 +[★] 地屬性攻擊力  持續7秒 {nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"貝皮特"的技能
ITEM_20160811_011078	[卡片裝備效果]{nl} SP 回復間隔 -[卡片裝備數量] {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"派伊羅艾庫". (無法移動)
ITEM_20160811_011079	[卡片裝備效果]{nl} 受到聖屬性攻擊時 +[最大★]% 機率反射50%傷害
ITEM_20160811_011080	[卡片裝備效果]{nl} 10% 機率在攻擊BOSS級怪物時獲得 +[★] 電屬性攻擊力  持續7秒 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"利托雷克斯"
ITEM_20160811_011081	[卡片裝備效果]{nl} 飛射屬性抵抗 +[★] {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"努歐達伊". (無法移動)
ITEM_20160811_011082	[卡片裝備效果]{nl} 範圍攻擊比率 +[卡片裝備數量] {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"肯陶洛斯"
ITEM_20160811_011083	[卡片裝備效果]{nl} 最大 HP +[★*120]
ITEM_20160811_011084	[卡片裝備效果]{nl} 使用 HP 回復藥水時，增加 +[★]% 魔法防禦力 持續10秒 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"普羅高拉"
ITEM_20160811_011085	[卡片裝備效果]{nl} 10% 機率在攻擊BOSS級怪物時獲得 +[★] 聖屬性攻擊力  持續7秒{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"提線木偶". (無法移動)
ITEM_20160811_011086	[卡片裝備效果]{nl} 被大型怪物攻擊時，有[最大★]%機率回復 2% SP {nl}[毒罐裝備效果]{nl} 使用"投擲蠱罐"時，發動"肯瑟琳"的技能
ITEM_20160811_011087	[卡片裝備效果]{nl} 暈眩抵抗 +[★/2]%
ITEM_20160811_011088	[卡片裝備效果]{nl} 最大攻擊力+[★] {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"神燈魔神". (無法移動)
ITEM_20160811_011089	[卡片裝備效果]{nl} 10% 機率在攻擊大型怪物時獲得 +[★] 冰屬性攻擊力  持續7秒{nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"蒙雷幾那"
ITEM_20160811_011090	[卡片裝備效果]{nl} 射擊屬性攻擊時，有 [卡片裝備數量]% 機率造成沉默 持續5秒 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"神殿射手"
ITEM_20160811_011091	[卡片裝備效果]{nl} 10% 機率在攻擊BOSS級怪物時獲得 +[★] 火屬性攻擊力  持續7秒 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"火焰權杖"
ITEM_20160811_011092	[卡片裝備效果]{nl} 魔法攻擊時，有 [卡片裝備數量]% 機率造成睡眠 持續4秒
ITEM_20160811_011093	[卡片裝備效果]{nl} 攻擊BOSS級怪物時，有[最大★]%機率回復 3% SP {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"死亡魔女"
ITEM_20160811_011094	[卡片裝備效果]{nl} 10% 機率在攻擊BOSS級怪物時獲得 +[★] 暗屬性攻擊力  持續7秒 {nl}[魔典裝備效果]{nl} 使用"召喚惡魔"可以招喚出"普拉姆米杜斯"
ITEM_20160811_011095	LV2 大地的碎片
ITEM_20160811_011096	在大地之塔的索爾米奇區間可以獲得。
ITEM_20160811_011097	諾溫的精髓
ITEM_20160811_011098	奧勒坎的精髓
ITEM_20160811_011099	佛羅斯凱的精髓
ITEM_20160811_011100	格林利波的精髓
ITEM_20160811_011101	派伊羅艾庫的標誌
ITEM_20160811_011102	交給大地之塔內部的奎波爾路塔，就可以從大地之塔羅洛班索區間6層開始挑戰。
ITEM_20160811_011103	高薩利烏斯的標誌
ITEM_20160811_011104	交給大地之塔內部的奎波爾路塔，就可以從大地之塔羅洛班索區間11層開始挑戰。
ITEM_20160811_011105	吐勒塔伊的標誌
ITEM_20160811_011106	交給大地之塔內部的奎波爾路塔，就可以從大地之塔羅洛班索區間16層開始挑戰。
ITEM_20160811_011107	級別標誌
ITEM_20160811_011108	交給大地之塔內部的奎波爾路塔，就可以從大地之塔索爾米奇區間1層開始挑戰。
ITEM_20160811_011109	女神祝福石：武器
ITEM_20160811_011110	蘊藏女神祝福的石頭，使用時會讓武器的效能更好。
ITEM_20160811_011111	女神祝福石：防具
ITEM_20160811_011112	蘊藏女神祝福的石頭，使用時會讓防具的效能更好。
ITEM_20160811_011113	女神祝福石：飾品
ITEM_20160811_011114	蘊藏女神祝福的石頭，使用時會讓飾品的效能更好。
ITEM_20160811_011115	具有分解物品力量的神秘之槌，是萃取祝福石時使用的工具。
ITEM_20160811_011116	到處冒出的針吸收周圍的魔力，是道具萃取時使用的工具。
ITEM_20160811_011117	受祝福的碎片
ITEM_20160811_011118	可成為特殊道具材料的石頭。
ITEM_20160811_011119	魔法粉
ITEM_20160811_011120	測試用魔法粉
ITEM_20160811_011121	鍊金殘渣
ITEM_20160811_011122	測試用殘渣
ITEM_20160811_011123	鈹德礦石
ITEM_20160811_011124	發出綠色光芒的礦石，可以從怪物身上取得，被當作道具的材料使用。
ITEM_20160811_011125	佩利尼礦石
ITEM_20160811_011126	大多都是紫色正方形結晶形態的礦石，可以從怪物身上取得，被當作道具的材料使用。
ITEM_20160811_011127	帕勒礦石
ITEM_20160811_011128	此礦石的特徵是會發出淡淡的金色光芒，可以從怪物身上取得，被當作道具的材料使用。
ITEM_20160811_011129	礦石4
ITEM_20160811_011130	礦石5
ITEM_20160811_011131	礦石6
ITEM_20160811_011132	天竺鼠蛋(測試用、1分鐘)
ITEM_20160811_011133	點擊右鍵可以直接使用，點擊之後寵物就會自動登錄。{nl}寵物就算沒有騎乘功能玩家也可以騎乘寵物。
ITEM_20160811_011134	戰鬥鴉雀蛋
ITEM_20160811_011135	點擊右鍵可以直接使用，點擊之後寵物就會自動登錄。{nl}寵物就算沒有騎乘功能玩家也可以騎乘寵物。{nl}和寵物同行時，可以獲得角色的HP恢復力和SP恢復力增加的buff。
ITEM_20160811_011136	黃金鑰匙
ITEM_20160811_011137	從凱都拉商團取得的黃金錀匙，可以跟村莊內魔法協會NPC交換道具。
ITEM_20160811_011138	魔術師道具箱
ITEM_20160811_011139	使用時可以獲得任意的道具。
ITEM_20160811_011140	寶石道具箱
ITEM_20160811_011141	能力提升道具箱
ITEM_20160811_011142	藥水道具箱
ITEM_20160811_011143	TP 組合箱
ITEM_20160811_011144	問號道具箱
ITEM_20160811_011145	五星級木柴
ITEM_20160811_011146	波波小獅王抽獎券
ITEM_20160811_011147	波波小獅王玩偶抽獎劵，詳細活動內容請參閱公告。
ITEM_20160811_011148	手鐲箱(7天)
ITEM_20160811_011149	染色藥箱(7天)
ITEM_20160811_011150	使用時可以獲得任意的染色藥。
ITEM_20160811_011151	空蛋
ITEM_20160811_011152	來自空中的雞蛋。
ITEM_20160811_011153	可以移動至目前地區內的某個位置上。點擊滑鼠右鍵使用，冷卻時間15分鐘。
ITEM_20160811_011154	高地任務 - 火焰結晶
ITEM_20160811_011155	高地防守任務道具
ITEM_20160811_011156	透過精髓變換器可以在任務中發揮有利效果。
ITEM_20160811_011157	微弱綠色魔石
ITEM_20160811_011158	釋出特別魔力的魔石。
ITEM_20160811_011159	卡雷伊瑪斯魔族之血
ITEM_20160811_011160	從卡雷伊瑪斯魔族身上獲得的血，可以感受到魔族的氣息。
ITEM_20160811_011161	魔力抑制卷軸
ITEM_20160811_011162	可以抑制特定魔力的卷軸。
ITEM_20160811_011163	領域支配魔法寶珠
ITEM_20160811_011164	蘊藏領域支配魔法的寶珠，如果要使用領域支配魔法，必須要付出生命力或是相對應的代價。
ITEM_20160811_011165	蘊藏邪惡魔力之核
ITEM_20160811_011166	蘊藏著怪物的邪惡魔力之核，可以感受到不好的氣息。
ITEM_20160811_011167	卡雷伊瑪斯的秘密裝置說明書
