QUEST_LV_0400_20180327_001461	{nl}但我沒想到魔族們竟然也正在覬覦著第二個王陵。	{nl}하지만 마족들 역시 두 번째 왕릉을 노리고 있으리라고는 생각 못했습니다.				인드라야
QUEST_LV_0400_20180327_001462	{nl}本來是有兩個魔族的，但因為我散播的假情報，有一個還在愛梅特森林裡徘徊呢。{nl}但另外一個沒被騙到，依循著線索跟到這裡來了呢。	{nl}본래 마족은 둘이었지만 제가 거짓 정보를 흘려 한 명을 에메트 숲에서 헤매게 만들었습니다.{nl}그러나 남은 하나는 제 꾀에 넘어가지 않고 나름대로 단서를 가진 채 여기까지 쫓아왔습니다.				인드라야
QUEST_LV_0400_20180327_001463	{nl}如果沒有在這裡遇到啟示者的話，我可能會受到魔族的阻擋而沒辦法完成我的任務了。	{nl}여기서 계시자님을 만나지 못했더라면 마족의 방해에 부딪혀 임무를 진행하지 못했을지도 모릅니다.				인드라야
QUEST_LV_0400_20180327_001464	希望您能幫我們擊退緊追在後的庫凱利奏伊尼和庫凱利扎巴。	저희의 뒤를 쫓고 있을 쿠게리 저이니와 쿠게리 자비들을 물리쳐 주시기 바랍니다.				인드라야
QUEST_LV_0400_20180327_001465	謝謝。{nl}但後面的魔族還沒有被消滅，實在是無法安心呢。	감사합니다.{nl}하지만 그들 뒤의 마족을 처단하지 않고서는 안심할 수 없겠지요.				인드라야
QUEST_LV_0400_20180327_001466	你說有東西要給我？	제게 전해주실 것이 있다고요?				인드라야
QUEST_LV_0400_20180327_001467	{nl}..{nl}這是魔族的命令書！	{nl}..{nl}이것은 마족의 명령서입니다!				인드라야
QUEST_LV_0400_20180327_001468	{nl}真不曉得庫凱利是怎麼看懂這個的。{nl}我曾學習過魔族的語言，我會試著解讀看看的。{nl}	{nl}쿠게리들이 이것을 어떻게 읽을 수 있는지 모르겠군요.{nl}어쨌든 저도 마족들의 언어를 공부한 적이 있으니 내용을 해석해 보도록 하겠습니다.{nl}				인드라야
QUEST_LV_0400_20180327_001469	依我的程度還無法解讀您帶來的命令書。{nl}一定還有另外一份命令書的啊...	제 능력으로는 가져다 주신 명령서를 올바르게 해석할 수 없었습니다.{nl}틀림 없이 다른 명령서가 있을 텐데..				인드라야
QUEST_LV_0400_20180327_001470	{nl}把它們蒐集起來，一起比較、分析的話，就可以大概猜測到魔族的意圖了。{nl}雖然有點辛苦，您能幫我蒐集更多的命令書嗎？	{nl}그것들을 모아 비교해가며 해석하다 보면 어느 정도 마족의 의도를 짐작할 수 있을 것 같네요.{nl}수고스러우시겠지만 명령서를 좀 더 모아 주실 수 있을까요?				인드라야
QUEST_LV_0400_20180327_001471	謝謝。庫凱利扎巴們隱藏著什麼…{nl}也許他們還持有更多的命令書也說不定。{nl}	감사합니다. 쿠게리 자비들이 뭔가를 숨기고 있던데..{nl}아마 명령서를 더 가지고 있을지도 모르겠네요.{nl}				인드라야
QUEST_LV_0400_20180327_001472	請狩獵前往斯達巴斯空地要道的庫凱利扎巴們並收集命令書。	스타바스 공터로 가는 길목의 쿠게리 자비들을 사냥하고 명령서들을 모아다 주세요.				인드라야
QUEST_LV_0400_20180327_001473	庫凱利扎巴身上一定還有其他的命令書。{nl}如果有很多份命令書的話，一定有我能看懂的內容的。	쿠게리 자비들에게 다른 명령서가 있을 것입니다.{nl}여러 장의 명령서라면 저도 해석할 수 있는 부분이 있겠지요.				인드라야
QUEST_LV_0400_20180327_001474	謝謝。{nl}有了您幫我蒐集來的文件，我一定會找出那些魔族正在策畫什麼計謀的。	감사합니다.{nl}모아주신 문서들을 토대로 마족이 무얼 꾸미는지 알아내겠습니다.				인드라야
QUEST_LV_0400_20180327_001475	我已經看完您幫我蒐集來的命令書了。{nl}跟您解釋一下內容...	모아 주신 명령서는 다 보았습니다.{nl}일단 설명을 좀 드리자면..				인드라야
QUEST_LV_0400_20180327_001476	{nl}覬覦著王陵的魔族名為巴爾泰力斯。{nl}和其他魔族不一樣，機靈的牠依循著線索尋找王陵的途中，碰巧遇上了我們。	{nl}왕릉을 노리는 마족의 이름은 발테리스라고 합니다.{nl}동료와는 달리 영리한 자로 나름대로 단서를 가지고 왕릉을 추적하던 중 저희와 마주쳤지요.				인드라야
QUEST_LV_0400_20180327_001477	{nl}雖然以馬爾克斯的力量就可以擊退牠們...{nl}但牠們把和王陵的秘密相關的箱子給搶走了。	{nl}여기 마르커스님의 활약으로 둘 다 도망칠 수 있었습니다만..{nl}왕릉의 비밀과 관계된 상자를 빼앗기고 말았습니다.				인드라야
QUEST_LV_0400_20180327_001478	{nl}根據命令書的內容來看，牠們應該還沒有解開箱子的秘密。	{nl}명령서의 내용으로 미루어 짐작해보면 그는 아직 그 상자의 비밀을 파헤치지 못한 듯 싶군요.				인드라야
QUEST_LV_0400_20180327_001479	{nl}啟示者。{nl}我知道這個請求很為難，但您能幫我擊退巴爾泰力斯並把箱子給帶回來嗎？	{nl}계시자님.{nl}어려운 부탁인 줄은 압니다만 발테라스를 물리치고 그 상자를 되찾아 주실 수 있을까요?				인드라야
QUEST_LV_0400_20180327_001480	謝謝。{nl}牠現在在亞沛伊高斯祭壇那邊，因為抓不著頭緒而徘徊著呢。	감사합니다.{nl}그는 지금 아페이고스 제단에서 실마리를 풀지 못해 헤매는 중인 것 같습니다.				인드라야
QUEST_LV_0400_20180327_001481	請把巴爾泰力斯擊退後，把被搶走的王室的箱子帶回來吧。	발테리스를 물리치고 그가 빼앗아 간 왕가의 상자를 되찾아 주세요.				인드라야
QUEST_LV_0400_20180327_001482	謝謝您。{nl}託您的福，妨礙我的人消失了，也重新找回線索了。	감사합니다.{nl}계시자님 덕에 방해하는 자도 사라지고 단서도 되찾았습니다!				인드라야
QUEST_LV_0400_20180327_001483	現在已經沒有人可以妨礙我了，可以好好專心找尋王陵的入口了。{nl}在那之前，我有話要跟您說。	이제 방해가 되던 것들도 사라졌으니 왕릉 입구 찾기에만 집중할 수 있겠네요.{nl}그 전에 한 가지 말씀 드리지 않은 것이 있습니다.				인드라야
QUEST_LV_0400_20180327_001484	{nl}必須解開好幾道謎題才有辦法找到王陵的入口。{nl}您幫我找回來的王室的箱子就是第一道題目。	{nl}왕릉의 입구를 찾는 것은 여러 가지 수수께끼들을 풀어야만 가능합니다.{nl}찾아다 주신 왕가의 상자가 그 수수께끼들의 시작입니다.				인드라야
QUEST_LV_0400_20180327_001485	{nl}王室的箱子裡雖然藏有重要的線索，但卻不能直接打開。{nl}必須找出鎖頭上五種顏色的組合方式才能打開。	{nl}왕가의 상자에는 왕릉의 입구를 찾을 중요한 단서가 담겨 있지만, 그냥 열리지는 않습니다. {nl}여기 이 자물쇠의 다섯 색을 조합하는 방법을 알아야 하지요.				인드라야
QUEST_LV_0400_20180327_001486	{nl}根據傳說，王陵的入口處會有五棵樹木，透過那些樹木將可得知有那些顏色。{nl}我不能就這樣不管馬爾克斯，可以請啟示者您幫我調查那五棵樹木嗎？	{nl}전승에 따르면 왕릉의 입구가 숨겨진 곳에 다섯 그루의 나무가 있고, 그 나무들이 색을 알려준다고 합니다.{nl}저는 아직 마르커스님을 두고 움직일 수 없으니, 계시자님께서 다섯 나무들을 조사해 주실 수 있을까요?				인드라야
QUEST_LV_0400_20180327_001487	請接住畫有紋章的銅板和地圖。{nl}聽說畫有王室紋章的銅板具有了魔法。	이 문장이 그려진 동판과 지도를 받으세요.{nl}이것은 왕실의 문장이 그려진 동판으로 마법이 걸려 있다고 합니다.				인드라야
QUEST_LV_0400_20180327_001488	{nl}它會和箱子一起對王室種在這裡並具有魔法的樹產生反應的	{nl}본래 상자와 한 짝으로 왕실에서 이곳에 심은 마법 걸린 나무에 반응한다고 합니다.				인드라야
QUEST_LV_0400_20180327_001489	{nl}地圖上也會顯示出具有魔法的樹木的位置。{nl}請依循地圖找出樹木的位置並找出令銅板產生反應的樹木顏色的線索吧。	{nl}또한 지도에는 마법 걸린 나무가 위치한 장소가 표시되어 있습니다.{nl}지도를 참고하셔서 각 나무를 찾아가 문장을 반응시키고 색과 관련된 힌트를 찾아 주세요.				인드라야
QUEST_LV_0400_20180327_001490	請參考地圖找到具有魔法的樹木，並且使用紋章好好觀察魔法反應吧。	지도를 참고하셔서 마법 걸린 나무들을 찾으시고 문장을 사용해 반응을 지켜보세요.				인드라야
QUEST_LV_0400_20180327_001491	因為馬爾克斯已經有好一點了，就把他送回佩迪米安了。{nl}尋找有魔法的樹木的事進行的怎麼樣了呢？	마르커스님은 어느 정도 회복되셨기에 페디미안으로 보내 드렸습니다.{nl}마법 걸린 나무 쪽은 어떻게 되었나요?				인드라야
QUEST_LV_0400_20180327_001492	{nl}紅色和…藍色…	{nl}빨강과.. 파랑..				인드라야
QUEST_LV_0400_20180327_001493	{nl}啊哈…！	{nl}아하..!				인드라야
QUEST_LV_0400_20180327_001494	{nl}原來如此！	{nl}그렇군요!				인드라야
QUEST_LV_0400_20180327_001495	{nl}我好像知道怎麼打開了！	{nl}어떻게 열면 되는지 알 것 같습니다!				인드라야
QUEST_LV_0400_20180327_001496	打開了箱子！	상자가 열렸습니다!				인드라야
QUEST_LV_0400_20180327_001497	{nl}打開看了一下…有石版耶。	{nl}여기 보니까..석판이 있네요.				인드라야
QUEST_LV_0400_20180327_001498	{nl}我來讀讀看。{nl}嗯…	{nl}읽어 볼게요.{nl}음..				인드라야
QUEST_LV_0400_20180327_001499	{nl}把握現在謁見王的時間，{nl}王看向最後一道光時，守門人就會露出真面目。	{nl}왕을 알현한 지금의 시간을 움켜쥐어라.{nl}그대의 마지막 빛을 왕께서도 바라볼 때 문지기는 모습을 드러내리다.				인드라야
QUEST_LV_0400_20180327_001500	{nl}啊...看來這又是另一道謎題呢。{nl}看來我們最好先一同前往石板上所記錄的拉伊卡斯交叉路吧。	{nl}아..이것도 또한 하나의 수수께끼 같습니다.{nl}우선 석판에 기록된 장소인 라이카스 교차로로 같이 가서 조사해보는 것이 좋을 것 같군요.				인드라야
QUEST_LV_0400_20180327_001501	石板上應該還有其他東西的呢...{nl}看來得在王室的紋章上抹上王族的血才行了。	석판에 내용이 좀 더 있었는데..{nl}아무래도 왕가의 문장에 왕족의 피를 묻혀야 하나 봅니다.				인드라야
QUEST_LV_0400_20180327_001502	{nl}原來這就是為什麼得由王室的血脈來找尋王陵入口的原因了。	{nl}왕릉 입구를 찾는 데는 왕가의 혈족이어야 한다는 조건이 이런 거였네요.				인드라야
QUEST_LV_0400_20180327_001503	{nl}不過已經流傳幾百年的紋章似乎不太完整呢。{nl}應該是在啟示者您尋找具有魔法的樹木的時候把魔力都耗盡了呢。	{nl}하지만 문장이 몇 백 년을 내려온 것이다 보니 온전치 않네요.{nl}아까 계시자님께서 마법 걸린 나무들을 조사하실 때 그 마력을 다 소모한 듯 합니다.				인드라야
QUEST_LV_0400_20180327_001504	{nl}得找出怎麼補充魔力的方法了。	{nl}마력을 다시 충전할 방법을 찾아야겠어요.				인드라야
QUEST_LV_0400_20180327_001505	已經發現守門者了，現在只剩下王陵的入口了。{nl}請您再幫幫我吧。	문지기까지 모습을 드러냈으니 이제 남은 것은 왕릉의 입구 뿐입니다.{nl}조금만 더 도와주세요.				인드라야
QUEST_LV_0400_20180327_001506	沒想到幾百年前已經可以做出如此複雜的封印了，真是太偉大了。	모르긴 몰라도 벌써 몇 백 년도 전에 이런 복잡한 봉인을 하다니 대단하다는 생각만 드네요.				인드라야
QUEST_LV_0400_20180327_001507	託啟示者您的福完成了拉明大將軍所交代的任務。{nl}謝謝您。	계시자님 덕분에 라민 대장군이 내려주신 임무를 완수할 수 있었습니다.{nl}감사합니다.				인드라야
QUEST_LV_0400_20180327_001508	為了避免王陵再度落入不相關的人手上，必須再次封印住才行呢。	이 왕릉이 엉뚱한 자의 손에 악용되는 것을 막으려면 다시 봉인할 필요가 있겠군요.				인드라야
QUEST_LV_0400_20180327_001509	可是不知道該怎麼補充魔力才好呢。{nl}啟示者有什麼好主意嗎？	그런데 어떻게 마력을 채우면 좋을지 모르겠네요.{nl}계시자님께서는 혹시 좋은 생각이 있으신가요?				인드라야
QUEST_LV_0400_20180327_001510	那個方法可行嗎？{nl}看您好像試過很多次的樣子呢。	그런 방법이 가능한가요?{nl}어째 많이 해보신 듯한 느낌이군요.				인드라야
QUEST_LV_0400_20180327_001511	{nl}那麼就照您說的，把庫凱利族的靈魂灌注在紋章上吧。{nl}就拜託您了。	{nl}그럼 말씀하신 대로 쿠게리 부족의 영혼을 문장에 채워주세요.{nl}부탁 드리겠습니다.				인드라야
QUEST_LV_0400_20180327_001512	請消滅庫凱利族後把靈魂裝進紋章裡吧。	쿠게리 부족을 처치하고 그 영혼을 문장에 담아 주세요.				인드라야
QUEST_LV_0400_20180327_001513	但是不能就這樣進去王陵裡。{nl}得先報告大將軍，讓他正式組建一個調查隊過來才行呢。	하지만 이대로 왕릉에 들어갈 수는 없습니다.{nl}우선 대장군께 보고를 드리고 제대로 된 조사대를 꾸려서 와야 할 것 같아요.				인드라야
QUEST_LV_0400_20180327_001514	{nl}但也不能就這樣放著入口不管...{nl}反正我們已經知道正確的位置了，得把入口再次封印起來才行。	{nl}하지만 입구를 이렇게 방치할 수도 없으니..{nl}일단 정확한 위치를 알았으니 입구를 다시 봉인해 놔야 겠어요.				인드라야
QUEST_LV_0400_20180327_001515	{nl}啟示者您能再幫幫我嗎？	{nl}계시자님께서 조금 더 도와주실 수 있을까요?				인드라야
QUEST_LV_0400_20180327_001516	王家的紋章無法將入口再次關上。{nl}也很怕它會碎掉...	왕가의 문장은 입구를 닫는 데에는 사용이 안될 겁니다.{nl}부서질 염려도 있고..				인드라야
QUEST_LV_0400_20180327_001517	{nl}需要一個可以代替紋章並具有魔法物品呢。	{nl}문장을 대신할 만한 마력을 지닌 물건이 필요할 것 같아요.				인드라야
QUEST_LV_0400_20180327_001518	{nl}這附近的庫凱利努瑪尼帶著的法杖上，掛著咒術用的鈴鐺。{nl}鈴鐺上一定留有咒術的氣息。	{nl}근처의 쿠게리 누마니들은 주술에 쓰이는 방울 달린 지팡이를 들고 다닙니다.{nl}분명 방울들에는 주술에서 사용되는 기운이 담겨있을 거라 생각합니다.				인드라야
QUEST_LV_0400_20180327_001519	{nl}如果啟示者您能把那法杖蒐集過來的話，我就可以找出關上入口的方法了。	{nl}계시자님께서 그 지팡이를 모아다 주시면 입구를 닫을 방법을 찾아보겠습니다.				인드라야
QUEST_LV_0400_20180327_001520	把附近的庫凱利努瑪尼消滅後，把留有咒術的氣息的鈴鐺蒐集來給我吧。	근처의 쿠게리 누마니들을 해치우고 주술의 기운이 담긴 지팡이를 모아다 주세요.				인드라야
QUEST_LV_0400_20180327_001521	辛苦了。{nl}雖然不知道順不順利..	수고하셨습니다.{nl}잘 될지 모르겠지만.. 				인드라야
QUEST_LV_0400_20180327_001522	{nl}希望蒐集過來的法杖上的魔力還夠堪用啊...	{nl}모아다 주신 지팡이에 마력이 충분해야 할 텐데..				인드라야
QUEST_LV_0400_20180327_001523	成功了。{nl}王陵的入口再次消失了。	성공이군요.{nl}왕릉의 입구는 다시 모습을 감추었습니다.				인드라야
QUEST_LV_0400_20180327_001524	{nl}沒想到這個方法會成功呢。{nl}總算可以放心地回去了。	{nl}이 방법이 정말 통할 줄은 저도 몰랐네요.{nl}이제 저도 마음 놓고 귀환할 수 있겠어요.				인드라야
QUEST_LV_0400_20180327_001525	入口已經再次被封印住了。{nl}但是庫凱利族裡一定有人知道入口的位置的。	입구는 무사히 봉인했습니다.{nl}하지만 쿠게리 부족 중 아직 이곳에 입구가 있음을 아는 자들이 남아 있을 겁니다.				인드라야
QUEST_LV_0400_20180327_001526	{nl}雖然不太可能，但要是傳到魔族耳裡可就不好了。{nl}請幫我消滅牠們吧。	{nl}안된 일이지만 이 일이 다른 마족에게 흘러 들어가서는 곤란합니다.{nl}그들을 처치해 주세요.				인드라야
QUEST_LV_0400_20180327_001527	一定還有曾經追隨巴爾泰力斯的庫凱利殘黨。{nl}請幫我先消滅牠們吧。	아직 발테리스를 따르던 쿠게리들이 남아 있을 겁니다.{nl}그들을 마저 처치해 주세요.				인드라야
QUEST_LV_0400_20180327_001528	受到巴爾泰力斯命令所出發的人好像已經掌握了一些線索。{nl}請您再幫我一次吧。請幫我連庫凱利族也一起消滅吧。	발테리스의 지시로 움직이던 자들은 어느 정도 정리가 된 듯 합니다.{nl}한 번만 더 부탁 드리겠습니다. 쿠게리 부족을 마저 정리해 주세요.				인드라야
QUEST_LV_0400_20180327_001529	絕對不能讓其他魔族掌握到這些情報。{nl}請幫我堵住庫凱利族的嘴吧。	다른 마족들에게 이 정보가 흘러 들어가서는 안됩니다.{nl}쿠게리 부족의 입을 막아주세요.				인드라야
QUEST_LV_0400_20180327_001530	辛苦您了。{nl}但還有曾經追隨過巴爾泰力斯的庫凱利殘黨。	수고하셨습니다.{nl}하지만 아직 발테리스를 따르던 쿠게리들이 남아 있습니다.				인드라야
QUEST_LV_0400_20180327_001531	雖然是件令人難過的事，但誰叫牠們曾做過魔族的手下呢。{nl}就以此來好好結束這一切吧。	안타까운 일이지만 마족의 수하 노릇을 했던 것이 원인입니다.{nl}어쨌든 이걸로 모든 일이 마무리 되었군요.				인드라야
QUEST_LV_0400_20180327_001532	{nl}那麼這地方的庫凱利族也不敢再輕舉妄動了。	{nl}이곳의 쿠게리 부족도 이제 경거망동은 하지 못할 것입니다.				인드라야
QUEST_LV_0400_20180327_001533	{nl}沒想到到最後還是欠了啟示者一個大人情呢。{nl}如果以後有事想求見拉明大將軍的話，就來找我吧。	{nl}계시자님께는 마지막까지 신세만 지는군요.{nl}언젠가 라민대장군을 뵐 일이 있다면 저도 다시 찾아주시기 바랍니다.				인드라야
QUEST_LV_0400_20180327_001534	調查隊長 艾爾拉	조사대장 엘라				
QUEST_LV_0400_20180327_001535	不對，這地方怎麼會有旅行者呢...？{nl}不知道您是為何而來，這裡可是很危險的地區呢。趕快離開吧。	아니, 이런 곳에 여행자가..?{nl}어떻게 여기까지 오셨는지 모르겠지만 여긴 위험한 지역입니다. 어서 떠나세요.				조사대장 엘라
QUEST_LV_0400_20180327_001536	讓我的部下們承受那些苦頭有意義嗎...？{nl}還有更多重要的事呢...雖是服從上頭的指示，但好像不太尋常呢。	내 부하들이 저 고생을 하는 게 과연 의미가 있을까..{nl}더 중요한 일들이 많은데.. 지시라 따르기는 하지만 석연치 않네요.				조사대장 엘라
QUEST_LV_0400_20180327_001537	既然已經來這裡了，也只能盡快完成回收紀錄物品的任務了。{nl}無論如何請幫助我們吧。	어차피 여기까지 온 이상 빠르게 기록물 회수를 마치고 돌아가는 방법 밖에 없겠네요.{nl}아무쪼록 저희를 도와주시기 바라겠습니다.				조사대장 엘라
QUEST_LV_0400_20180327_001538	實在是不懂為什麼哥布林們想要這些羊皮紙呢。	도대체 고블린들이 양피지를 왜 원하는지 감도 잡히지 않습니다.				조사대장 엘라
QUEST_LV_0400_20180327_001539	沒想到那些怪物會威脅哥布林們呢。{nl}不過託旅行者您的福，事情能完整落幕真是太好了。	설마 그런 몬스터가 있어 고블린들을 위협하고 있었을 줄은 몰랐네요.{nl}어쨌든 여행자님 덕분에 일이 무사히 마무리되어 다행입니다.				조사대장 엘라
QUEST_LV_0400_20180327_001540	任務好像快要完成了呢。{nl}等從遠方的士兵們回來之後，就可以馬上準備撤退了。	슬슬 임무의 끝이 보이는 것 같네요.{nl}멀리 나간 부하들이 돌아오는 대로 철수를 준비해야겠습니다.				조사대장 엘라
QUEST_LV_0400_20180327_001541	調查員 凱斯柏	조사원 개스퍼				
QUEST_LV_0400_20180327_001542	噓...！叫你安靜...{nl}要是被哥布林發現的話怎麼辦？	쉿..! 조용히 하라고..{nl}고블린 녀석들이 눈치채면 어쩌려고 그래?				조사원 개스퍼
QUEST_LV_0400_20180327_001543	真是欠了你大人情呢...{nl}還能期待這些空有塊頭的傢伙們來回收紀錄物品嗎，你說是不是?	내가 어쩌다가 이런 신세가 되었는지..{nl}저런 덩치들이 우글거리는 데서 무슨 놈의 기록물 회수냔 말이야, 안 그래?				조사원 개스퍼
QUEST_LV_0400_20180327_001544	託你的福，保全了隊長的面子。{nl}謝啦。	당신 덕분에 그래도 대장님께 면목은 서겠어.{nl}고마워.				조사원 개스퍼
QUEST_LV_0400_20180327_001545	現在該怎麼帶著這些書逃跑是個問題呢。	이제 이 책들을 가지고 어떻게 도망가느냐가 문제군.				조사원 개스퍼
QUEST_LV_0400_20180327_001546	調查員 戶萊以修	조사원 호레이쇼				
QUEST_LV_0400_20180327_001547	在那屋頂之下一定有很多沉睡中的書籍...{nl}不調查那個地方的話，那我們在這做的所有事情都變得沒有意義了。	이 지붕 아래에는 분명 많은 책들이 잠들어 있을 텐데..{nl}저길 조사하지 않고서는 이 곳에서 한 일들이 아무 의미 없을 겁니다.				조사원 호레이쇼
QUEST_LV_0400_20180327_001548	您待在這裡沒關係嗎？{nl}那些綠色哥布林很危險呢。請千萬要小心啊。	이런 곳에 계셔도 괜찮으신가요?{nl}초록 고블린들은 위험합니다. 아무쪼록 조심하세요.				조사원 호레이쇼
QUEST_LV_0400_20180327_001549	有旅行者在，我才能進到建築物裡進行調查。{nl}真的很謝謝您。	여행자님의 도움이 있어 건물 안을 조사하는 것이 가능했습니다.{nl}거듭 감사 드립니다.				조사원 호레이쇼
QUEST_LV_0400_20180327_001550	真是意外那些綠色哥布林好像不能夠進到建築物內部呢。{nl}所以我才能夠進行調查。	의외로 초록 고블린들은 건물 안에서는 돌아다니지 않는 것 같았습니다.{nl}그래서 제가 조사할 수 있었지만요.				조사원 호레이쇼
QUEST_LV_0400_20180327_001551	達莉雅...得守護她才行...{nl}我的身體一點都不聽話...	달리아님을.. 지켜야 하는데..{nl}몸이 말을 안 들어요..				큐폴 메데나
QUEST_LV_0400_20180327_001552	在我拋棄自己的肉體之前{nl}我會繼續在這充滿詛咒的右臂刻印上灌注吉特涅的邪惡魔力的。{nl}	이 저주스러운 오른 팔의 각인은 제 스스로 육체를 버리기 전까지{nl}계속해서 제 몸에 길티네의 사악한 마력을 불어넣었을 겁니다.{nl}				달리아의 영혼
QUEST_LV_0400_20180327_001553	就算這次成功阻擋傑斯堤，很快又會被混沌的力量給包圍的。{nl}屆時又會有其他魔王...不...下次說不定吉特涅就會盯上我了。{nl}	이번에 제스티를 막아내더라도 언젠가 다시 혼돈의 힘에 휩싸였겠지요.{nl}그럼 또 다른 마왕이.. 아니.. 다음 번에는 길티네가 저를 노렸을지도 모를 일이죠.{nl}				달리아의 영혼
QUEST_LV_0400_20180327_001554	又來到這裡了，這是不能讓奎波爾為了守護我而身陷危機所下的決定。{nl}請千萬別為我傷心...	또 다시 이 곳을, 나를 지키는 큐폴들을 위험에 빠뜨릴 수 없었기에 내린 결정이었습니다.{nl}그러니 부디 슬퍼하지 말아주세요..				달리아의 영혼
QUEST_LV_0400_20180327_001555	達莉雅女神也會感激救援者的。	달리아 여신께서도 구원자님께 감사하고 계실 거에요.				큐폴 메데나
QUEST_LV_0400_20180327_001556	不行…達莉雅女神…達莉雅神…！！	안돼... 달리아님.. 달리아님..!!				큐폴 메데나
QUEST_LV_0400_20180327_001557	嗯...怪物們竟然帶著物資逃走了！{nl}因為注意力全都放在魔族身上，沒想到會發生這種情況…	으... 몬스터들이 물자를 가지고 달아나버렸네.{nl}마족 때문에 정신없는 상황에서 이게 무슨 일인지...				계시자 푸덴
QUEST_LV_0400_20180327_001558	看來得快點補修祭壇才行了…{nl}魔族會破壞祭壇…	재단을 서둘러 보수해야겠군..{nl}이곳까지 마족들이 나타나서 재단을 파괴할 거라곤..				전승자 내리우스
QUEST_LV_0400_20180327_001559	我得去執行尤拉泰女神的任務，但卻慢慢覺得力不從心呢。	유라테 여신께서 말씀하신 일을 행해야 하는데 점점 힘들어지는 군.				전승자 우그뉴스
QUEST_LV_0400_20180327_001560	魔族的攻勢逐漸增強當中，{nl}該怎麼辦呢…	점점 마족의 공세가 심해지고 있습니다.{nl}어떻게 해야할지..				계시자 니치
QUEST_LV_0400_20180327_001561	埃莫艾利斯	애마누엘리스				
QUEST_LV_0400_20180327_001562	魔族的計畫失敗了，但要做的事情還很多。	마족의 계획은 실패했지만, 아직 해야할 일이 많습니다.				애마누엘리스
QUEST_LV_0400_20180327_001563	這裡是獲得尤拉泰女神祝福的地方，但卻變成這副模樣了。	이 곳은 유라테 여신의 축복을 간직한 아름다운 땅이였는데 이렇게 되어버렸군요.				애마누엘리스
QUEST_LV_0400_20180327_001564	諾貝禮爾的傳染病	노브리어의 역병				
QUEST_LV_0400_20180327_001565	服藥	약을 받아 마신다				
QUEST_LV_0400_20180327_001566	少說廢話	헛소리하지 말라고 한다				
QUEST_LV_0400_20180327_001567	找到傳染病的治療方法後(1)	역병의 치료법을 찾아서(1)				
QUEST_LV_0400_20180327_001568	願意代替希凱斯幫助你	시카스 대신 돕겠다고 한다				
QUEST_LV_0400_20180327_001569	覺得很可惜	안타깝게 생각하고 있다고 한다				
QUEST_LV_0400_20180327_001570	找到傳染病的治療方法後(2)	역병의 치료법을 찾아서(2)				
QUEST_LV_0400_20180327_001571	我會設置後再回來	설치하고 오겠다고 한다				
QUEST_LV_0400_20180327_001572	一起做點其他事吧	다른 일을 하자고 한다				
QUEST_LV_0400_20180327_001573	找到傳染病的治療方法後(3)	역병의 치료법을 찾아서(3)				
QUEST_LV_0400_20180327_001574	採集好植物標本會再回來	식물 표본을 채집해오겠다고 한다				
QUEST_LV_0400_20180327_001575	休息一下再出發吧!	조금 쉬었다가 하자고 한다				
QUEST_LV_0400_20180327_001576	找到植物標本採集道具囉!{nl}諾貝禮爾瀑布去採集植物標本吧.	식물 표본채집 도구를 찾았습니다{nl}노브리어 폭포로 가서 식물 표본을 채집하세요				
QUEST_LV_0400_20180327_001577	找到傳染病的治療方法後(4)	역병의 치료법을 찾아서(4)				
QUEST_LV_0400_20180327_001578	找到傳染病的治療方法後(5)	역병의 치료법을 찾아서(5)				
QUEST_LV_0400_20180327_001579	說要去找怪物的標本	몬스터의 표본을 구해오겠다고 한다				
QUEST_LV_0400_20180327_001580	你是神遊到哪去啦	정신을 어디에 두고 다니냐고 한다				
QUEST_LV_0400_20180327_001581	採集怪物標本所需的道具都找到囉!{nl}對上層運輸地的怪物潑灑特殊溶液後就可以直接採集標本囉!	몬스터 표본을 채집하는데 필요한 도구를 모두 찾았습니다{nl}상부 운송지의 몬스터에게 특수 용액을 뿌리고 표본을 채집하세요				
QUEST_LV_0400_20180327_001582	找到傳染病的治療方法後(6)	역병의 치료법을 찾아서(6)				
QUEST_LV_0400_20180327_001583	傳染病的真面目(1)	역병의 정체(1)				
QUEST_LV_0400_20180327_001584	說要把傳染病感應石給帶來	역병 감지석을 가져오겠다고 한다				
QUEST_LV_0400_20180327_001585	該say goodbye囉	이제는 우리가 헤어져야 할 시간이라고 한다				
QUEST_LV_0400_20180327_001586	傳染病的真面目(2)	역병의 정체(2)				
QUEST_LV_0400_20180327_001587	諾貝禮爾的瘟神	노브리어의 역귀				
QUEST_LV_0400_20180327_001588	確認後再過來啦別擔心	확인하고 올테니 걱정말라고 한다				
QUEST_LV_0400_20180327_001589	現在最好是收手啦	이쯤에서 손을 떼는 게 좋겠다고 한다.				
QUEST_LV_0400_20180327_001590	拉伊瑪留下的預言之書(1)	라이마가 남긴 예언의 서(1)				
QUEST_LV_0400_20180327_001591	發誓要找到誓約	서약을 찾겠다고 한다				
QUEST_LV_0400_20180327_001592	別執著於過去,專注於當下吧	과거보단 현재 일에나 집중하라고 한다				
QUEST_LV_0400_20180327_001593	拉伊瑪留下的預言之書(2)	라이마가 남긴 예언의 서(2)				
QUEST_LV_0400_20180327_001594	一開始就說很麻煩了	처음부터 너무 번거롭다고 한다				
QUEST_LV_0400_20180327_001595	魔族的誓約(1)	마족의 서약(1)				
