QUEST_LV_0300_20180327_002865	救援者，請記住。{nl}能救助達莉亞女神的人，就只有你了。	기억하세요, 구원자님.{nl}달리아 여신을 구할 수 있는 사람은 구원자님 뿐입니다.				큐폴 세리야
QUEST_LV_0300_20180327_002866	啊。您來了。救援者。{nl}謝謝你為我們和達莉亞女神戰鬥。{nl}	아. 오셨군요. 구원자님.{nl}우리를 위해, 또 달리아 여신을 위해 잘 싸워주셨습니다.{nl}				큐폴 세리야
QUEST_LV_0300_20180327_002867	雖然…已經預料到達莉亞女神的判斷。{nl}但是…想必達莉亞女神已經盡力了。	달리아 여신의 판단..은 예상하고 있었어요.{nl}그게.. 달리아님의 최선이었을 거에요.				큐폴 세리야
QUEST_LV_0300_20180327_002868	請不要忘記與我的約定。{nl}一定要救出達莉亞女神。	저랑 약속한 거 잊으시면 안돼요.{nl}반드시 달리아 여신을 구해주시기로 한 거 말이에요.				큐폴 트리아
QUEST_LV_0300_20180327_002869	沒想到他們居然連移動魔法陣也會出手…{nl}還真是可惡的傢伙。	이동 마법진까지 손을 댈 줄이야..{nl}지독한 놈들이네요.				큐폴 메데나
QUEST_LV_0300_20180327_002870	是我太大意了…{nl}沒想到魔族會從後面攻擊…	방심했습니다..{nl}마족들이 뒤에서 습격할 줄이야..				큐폴 세리야
QUEST_LV_0300_20180327_002871	你來幫忙阻擋魔族了？	마족을 막는 데 힘을 보태러 오셨군요?				수녀 아이스테
QUEST_LV_0300_20180327_002872	{nl}若是通過我進入修女院，你會進入魔族侵入的幾個房間中其中一個。{nl}就算只是暫時，若能成功擋住魔族入侵，冒險家就能獲得獎賞。{nl}有機會得到祝福魔方。	{nl}저를 통해 수녀원에 들어가시게 되면 마족이 침입 중인 여러 개의 방 중 하나로 들어가시게 됩니다.{nl}계속되는 마족의 침입을 잠시라도 막는 데 성공했다면, 모험가님은 보상을 받으실 수 있어요.{nl}축복의 큐브를 얻으실 수 있는 것이지요.				수녀 아이스테
QUEST_LV_0300_20180327_002873	{nl}聽說有那東西，冒險家手上的裝備就能進一步超越。{nl}但是當然進入修女院的魔族很強。	{nl}그것을 통해 모험가님이 가지고 있는 장비들을 더욱 강력하게 초월시키실 수 있다고 들었습니다.{nl}하지만 그만큼 수녀원에 침입중인 마족은 강력하답니다.				수녀 아이스테
QUEST_LV_0300_20180327_002874	{nl}提醒您最好與其他冒險家一起行動。	{nl}되도록 다른 모험가님과 함께하시길 당부드려요.				수녀 아이스테
QUEST_LV_0300_20180327_002875	聽聽修道士多勒馬的說法	수도사 도르마의 입장을 들어보자.				수도사 도르마
QUEST_LV_0300_20180327_002876	也向修道士多勒馬詢問證明為修道院所屬的方法吧。	수도사 도르마에게 수도원 소속임을 밝힐 수 있는 방법을 물어보자.				수도사 도르마
QUEST_LV_0300_20180327_002877	村長普雷傑	촌장 프레제				
QUEST_LV_0300_20180327_002878	啊啊.. 不管怎麼想都想不出辦法。{nl}現在也許已經沒有希望了..{nl}	아아.. 아무리 생각해도 방법이 없어.{nl}이젠 다 글렀을지도..{nl}				촌장 프레제
QUEST_LV_0300_20180327_002879	我沒看過你。{nl}你怎麼會來到這種地方？{nl}	자네는 못 보던 사람이군.{nl}어쩌다 이런 곳까지 온 거지?{nl}				촌장 프레제
QUEST_LV_0300_20180327_002880	嗯，無所謂。{nl}如果你沒什麼事，願意聽一下我這個老人家發牢騷嗎？	뭐, 상관 없네.{nl}별 일 없다면 잠깐 이 늙은이의 푸념이라도 듣지 않겠나?				촌장 프레제
QUEST_LV_0300_20180327_002881	這裡.. 這裡原本是海。{nl}我們是在這片海上捕魚的漁夫。{nl}	여긴.. 원래 바다였네.{nl}우린 이 바다에서 물고기나 잡던 어부였지.{nl}				촌장 프레제
QUEST_LV_0300_20180327_002882	但是如你所見..{nl}在神樹之日，海底突然升高變成陸地了。{nl}	그런데 자네도 보다시피..{nl}신수의 날에 갑자기 땅이 솟아오르면서 육지가 되어버렸지 뭔가.{nl}				촌장 프레제
QUEST_LV_0300_20180327_002883	起初我很茫然，心想該不該... 放棄當漁夫，但我很快就沒事了。{nl}因為採集珊瑚滿好賺的。{nl}	처음엔 어부 일을 그만둬야 하나.. 싶어 정말 막막했지만, 금방 괜찮아졌어.{nl}산호 채취가 벌이는 꽤 좋았거든. {nl}				촌장 프레제
QUEST_LV_0300_20180327_002884	雖然怪物有點嚇人，但領主也幫了很大的忙。{nl}因為領主以些許的貢品為條件，派代理人與士兵來保護我。{nl}	몬스터가 조금 무섭긴 했지만, 영주님의 도움도 컸지.{nl}영주님께서 공물 약간을 조건으로 대리인과 병사들을 보내 지켜주셨으니까.{nl}				촌장 프레제
QUEST_LV_0300_20180327_002885	但是從不久前開始，怪物充斥的現象變嚴重了。{nl}別說採集珊瑚，我根本就不能跨出這裡一步。{nl}	그런데 얼마 전부터, 몬스터가 심각하게 들끓기 시작했어.{nl}산호 채취는 커녕 여기서 한 발자국도 못 나갈 정도로 말야.{nl}				촌장 프레제
QUEST_LV_0300_20180327_002886	當然，我也試過向領主代理人訴苦。{nl}但是他說保護村莊和討伐怪物是兩回事，而且要我繳納更多的貢品。{nl}	물론 영주 대리인에게 하소연도 해봤지.{nl}하지만 마을을 지켜주는 것과 몬스터를 토벌하는 것은 별도라며 공물을 더 바치라고 하더군.{nl}				촌장 프레제
QUEST_LV_0300_20180327_002887	如今我囤積的珊瑚全都用完了。{nl}那個商團應該也很急切地等著我們，我們到底該怎麼辦呢..{nl}	이젠 모아둔 산호도 다 떨어졌어. {nl}저 상단도 우릴 안달내면서 기다리고 있을 텐데 우린 대체 어떻게 해야 할지..{nl}				촌장 프레제
QUEST_LV_0300_20180327_002888	什麼.. 事情就是這樣。{nl}非常感謝你願意聽我這個老人家發牢騷..	뭐.. 그렇다는 걸세.{nl}늙은이의 푸념을 들어줘서 정말 고맙네..				촌장 프레제
QUEST_LV_0300_20180327_002889	嗯... 您不就是那個傳聞中的啟示者嗎？{nl}聽說您擁有非常了得的本領。{nl}	흠.. 당신은 소문으로 듣던 바로 그 계시자님 아니십니까.{nl}엄청난 실력을 가졌다고 들었습니다.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002890	請問您知道有關名為盧比克的珊瑚的事嗎？{nl}它能用來製作魔法道具或者尋找魔法的原理，是非常珍貴的珊瑚。{nl}	혹시 루우빅이라는 산호에 대해 아십니까?{nl}마법 도구를 만들거나 마법의 원리를 찾는데 쓰이는 아주 귀중한 산호이지요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002891	我是為了交易那種珊瑚才到這裡來的.. {nl}如您所見，狀況變得非常尷尬。{nl}	전 그걸 거래하러 여기까지 왔습니다만.. {nl}보시다시피 상황이 아주 곤란하게 되어버렸어요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002892	對商人而言，首重日程安排與承諾。{nl}要是繼續這樣空手而回，我們商團就會受到很大的傷害。{nl}	상인에게 일정과 약속만큼 소중한 게 없는 법.{nl}이대로 빈손으로 돌아가면 우리 상단은 큰 피해를 입게 됩니다.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002893	況且不是只有我，那些村民也一樣。{nl}如果繼續這樣下去就會失去賴以維生的職業，而且又得流浪尋找能生活的地方。{nl}	게다가 저희 뿐만이 아니라 저 마을 사람들도 마찬가집니다.{nl}이대로라면 생업을 잃어버리고 또 살 곳을 찾아 떠돌아야 하겠지요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002894	看在那些可憐的村民的份上，我想借助您的力量。{nl}為了讓那些人能再次採集珊瑚，可以請您幫幫忙嗎？	저 불쌍한 마을 사람들을 보아서라도 꼭 당신의 힘을 빌리고 싶습니다.{nl}저들이 다시 산호 채취를 시작할 수 있도록 도와주실 수 없겠습니까?				상인 시모나스
QUEST_LV_0300_20180327_002895	非常感謝您願意幫忙。{nl}那個代理人除了收珊瑚貢品之外，其他東西一概不收。{nl}	응해 주셔서 정말 감사합니다.{nl}일단 그 대리인이라는 사람은 공물로 받는 산호 외엔 일절 받으려 하질 않더군요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002896	為了讓村莊的人們能夠採集珊瑚，終究得掃蕩怪物才行。{nl}我只相信您，萬事拜託了。{nl}	결국 마을 사람들이 산호를 캘 수 있도록 몬스터를 소탕해야 할 것 같습니다.{nl}믿을 건 당신뿐이니 처리를 부탁드리겠습니다.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002897	希望能就這樣把怪物一舉消滅..{nl}為防萬一，我會在你對付怪物的時候派人觀察怪物的動向。{nl}	이걸로 단번에 처리되었으면 좋겠습니다만..{nl}혹시 모르니 당신이 처리하는 동안 사람을 보내 몬스터의 동향을 살펴 보도록 하지요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002898	如果只要消滅怪物事情就能解決，那真是萬幸..{nl}但我總覺得心裡.. 不踏實。	몬스터만 처리해서 될 일이라면 정말 다행입니다만..{nl}뭔가 찜찜한 구석이.. 가시질 않는군요.				상인 시모나스
QUEST_LV_0300_20180327_002899	哦，這麼快就回來啦！{nl}您居然把怪物全都趕走了，果然跟傳聞中的一樣厲害。	오, 빨리도 돌아오셨군요!{nl}모두 몰아내셨다니 역시 듣던대로 대단하십니다.				상인 시모나스
QUEST_LV_0300_20180327_002900	果然… 我本來還預想事情不好解決。{nl}那麼多的怪物在如此短暫的時間內再度蜂擁而至，這也滿奇怪的。{nl}	역시. 일이 쉽게 풀리진 않을거라 예상했습니다만.{nl}그 많은 몬스터들이 이렇게 짧은 시간 안에 다시 몰려드는 것도 이상하군요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002901	我覺得這不單純是怪物的問題，應該有其他原因。{nl}我要另行調查，可以請您詢問這裡的人有沒有遇到怪事嗎？	이건 단순한 몬스터 문제가 아니라 뭔가 다른 이유가 있는 것 같습니다.{nl}전 따로 조사를 해 볼테니 여기 사람들에게 이상한 것이 없었는지 물어봐 주시겠습니까?				상인 시모나스
QUEST_LV_0300_20180327_002902	他幫不上忙卻成為領主的代理人，而且還威脅人..{nl}這真是奇怪。{nl}	도와주진 못할 망정, 영주의 대리인씩이나 되는 사람이 으름장이라니..{nl}거 이상하군요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002903	如果單純是多收貢品就能解決的問題，那領主代理人應該先出面一次比較好吧。{nl}話說回來，您打聽得怎麼樣？{nl}	단순히 추가 공물을 받으면 될 문제라면 영주 대리인이 한 번 쯤은 먼저 나서주는 게 나을 텐데요.{nl}그나저나, 탐문은 어땠습니까?{nl}				상인 시모나스
QUEST_LV_0300_20180327_002904	怪物增加的同時又開始有怪味了。{nl}嗯..{nl}	몬스터가 늘어나면서 이상한 냄새가 나기 시작했다고요.{nl}흠..{nl}				상인 시모나스
QUEST_LV_0300_20180327_002905	我認為怪物跟那個味道有關聯。{nl}可以先請您調查味道是從哪裡散發出來的嗎？{nl}	몬스터와 그 냄새가 관련이 없다곤 생각할 수 없군요.{nl}일단 냄새가 어디서 나는지 알아봐 주실 수 있을까요?{nl}				상인 시모나스
QUEST_LV_0300_20180327_002906	運氣好的話應該能查到散發怪味的原因。{nl}如果您有所發現，請帶過來給我。我會馬上把它清除掉。	운이 좋다면 냄새가 나는 원인을 찾을 수도 있겠습니다.{nl}혹시나 발견하신다면 제게 가져다 주세요. 바로 없애버리도록 하지요.				상인 시모나스
QUEST_LV_0300_20180327_002907	拜託您了。{nl}請您從散發怪味的沿岸各處開始調查。	잘 부탁드립니다.{nl}연안 곳곳에 냄새가 나는 곳부터 살펴봐 주세요.				상인 시모나스
QUEST_LV_0300_20180327_002908	味道和怪物啊..{nl}好像在打算著什麼。	냄새와 몬스터라..{nl}짚이는 게 좀 있는 것 같습니다.				상인 시모나스
QUEST_LV_0300_20180327_002909	厲害！ 裝在袋子裡的東西是引誘怪物時使用的粉末。{nl}肯定是有人意圖引誘怪物。{nl}	역시! 주머니 안에 든 건 몬스터를 유인할 때 쓰는 가루입니다.{nl}누군가 의도적으로 몬스터를 유인하고 있던 게 틀림없어요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002910	只要味道消失，怪物就沒理由再擠成堆了。{nl}可以請您在採集場尋找和它一模一樣的袋子，然後把它全部挖出來嗎？	냄새만 사라진다면 더는 몬스터가 들끓을 이유도 없을 겁니다.{nl}채취장에서 이것과 똑같은 주머니들을 찾아서 전부 파내주실 수 있을까요?				상인 시모나스
QUEST_LV_0300_20180327_002911	在這段時間，我會調查有關袋子的事。{nl}因為現在無從得知袋子是偶然流進來的，還是誰故意埋藏的。	그 동안 전 주머니에 대해 좀 알아보도록 하지요.{nl}우연히 흘러들어 온 건지, 누가 고의로 파묻은 건지 지금으로선 알 수 없으니까요.				상인 시모나스
QUEST_LV_0300_20180327_002912	天啊，居然這麼多..{nl}，怪物會如此蜂擁而來也是當然的。{nl}	세상에, 이렇게나 잔뜩..{nl}이러니 몬스터가 그렇게 몰려드는 것도 당연합니다.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002913	確實有人正蓄意妨礙珊瑚的採集。{nl}雖然不知道為什麼，但居然做出這種事，看來這傢伙不是普通的惡毒。	확실히, 누군가 고의적으로 산호 채취를 방해하고 있어요.{nl}왜인진 몰라도 이런 짓까지 하다니 보통 악독한 녀석이 아니군요.				상인 시모나스
QUEST_LV_0300_20180327_002914	對吧。{nl}剛才我不是說過領主代理人有點奇怪嗎？{nl}	그렇지.{nl}아까 제가 영주 대리인이 조금 이상하다고 하지 않았습니까?{nl}				상인 시모나스
QUEST_LV_0300_20180327_002915	我說過，如果只是單純消滅怪物，由領主代理人親自出馬才有好處。{nl}就算是以後再拿貢品也一樣。{nl}	단순히 한 번 몬스터를 처리하는 것 정도라면 영주 대리인이 직접 나서는 게 이득이라고 했었지요.{nl}공물을 나중에 받더라도 말이예요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002916	但領主代理人卻沒那麼做。{nl}	하지만 그러지 않았어요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002917	假如他本人最清楚消滅怪物也沒用.. {nl}那麼所有的說法都吻合了。{nl}	만약 몬스터를 물리쳐봤자 소용 없다는 것을 본인이 제일 잘 알고 있다면.. {nl}모든 이야기가 맞춰지는 것 같네요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002918	如果我的想法沒錯，領主代理人應該是打算週期性地剝削貢品。{nl}不過現在一樣沒有決定性的證據。{nl}	제 생각이 맞다면 영주 대리인은 결국 주기적으로 공물을 뜯어먹으려는 속셈일 겁니다.{nl}하지만 역시나 결정적인 증거가 없는 건 마찬가지이지요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002919	來... 我的推測到此為止。要不要試著把犯人引出來呢？{nl}您必須扮演最重要的角色。	자.. 추측은 여기까지 하고. 어디 한번 범인을 꼬셔내 볼까요?{nl}당신이 가장 중요한 역할을 맡아 주셔야겠습니다.				상인 시모나스
QUEST_LV_0300_20180327_002920	我先去悄悄告訴領主代理人。{nl}我去跟他說採集場裡臭氣沖天，我忍無可忍就把元凶消滅掉了，並且要他感謝我。{nl}	제가 영주 대리인에게 미리 귀띔해두지요.{nl}채취장에 냄새가 매우 고약해서 견딜 수 없어 원흉을 없애버렸으니 고마워하라고요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002921	這段時間，請您和村長一起事先躲著。{nl}當然，逮捕犯人的士兵也要一起去。因為他得扮演確切的目擊者的角色。{nl}	그 동안 당신은 촌장님이랑 함께 미리 숨어계세요.{nl}물론 범인을 잡을 병사도 함께 가야겠지요. 확실한 목격자 역할도 해 줘야 하니까요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002922	當然，雖然不能所士兵沒參與，不過.. {nl}巴吉爾利屋斯非常可靠，而且他是我很要好的朋友，您不必擔心。{nl}	물론 병사들이 가담하지 않았다곤 말은 못해도.. {nl}바질리우스는 꽤 믿음직하고 저와 친한 친구이니 걱정 안하셔도 될 겁니다.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002923	來，總之，既然領主代理人已經知道我們把袋子全部拿出來的事，{nl}一定會再次現身把那袋子埋起來。{nl}	자. 어쨌든 영주 대리인은 주머니를 전부 꺼냈다는 걸 알게 되었으니..{nl}분명 다시 나타나서 그 주머니를 묻으려 할 겁니다.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002924	那時候大家就一起直搗現場吧。{nl}為防萬一，由我來阻斷退路。	그 때 다 같이 현장을 덮치도록 하지요.{nl}혹시 모르니 저는 퇴로를 차단하고 있겠습니다.				상인 시모나스
QUEST_LV_0300_20180327_002925	那就拜託您了。{nl}您離開後我也會馬上開始前置作業。	그럼 잘 부탁드립니다.{nl}가시는 대로 저도 밑작업을 시작하지요.				상인 시모나스
QUEST_LV_0300_20180327_002926	您平安無事啊。{nl}我和村莊的人一起逮住領主代理人了，請您別擔心。{nl}	무사하시군요.{nl}영주 대리인은 마을 분들과 함께 붙잡았으니 걱정 마세요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002927	真是非常惡劣的傢伙。{nl}也許是不想自己背黑鍋，他連參與的派遣兵都全說出來了。{nl}	아주 악랄한 녀석이더군요.{nl}혼자 뒤집어쓰긴 싫었는지, 가담한 파견병들까지 전부 실토하더라고요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002928	果然如我所想，他確實在挪用貢品。{nl}也許是被貢品蒙蔽雙眼，他還招攬怪物開始大肆剝削。{nl}	역시 제 생각대로, 공물을 빼돌리고 있었어요.{nl}거기에 눈이 멀었는지 몬스터까지 끌어들여 본격적으로 착취를 시작한 거지요.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002929	居然被私慾蒙蔽雙眼，讓所有人陷入危機..{nl}我跟領主很熟，就由我和其他派遣兵一起把他帶走。{nl}	사리사욕에 눈이 멀어 모두를 위험에 빠뜨리다니..{nl}전 영주님과 친하니 다른 파견병들과 함께 제가 잘 데려가도록 하겠습니다.{nl}				상인 시모나스
QUEST_LV_0300_20180327_002930	多虧有您，我才能遵守日程，而且也能重新開始採集珊瑚。{nl}真的很謝謝您。您救了我們和這個村莊。	당신 덕분에 일정도 지켰고 산호 채취도 다시 시작할 수 있겠군요.{nl}정말 감사합니다. 당신이 저희와 이 마을 사람들을 구해주신 겁니다.				상인 시모나스
QUEST_LV_0300_20180327_002931	自從你在露烏比克珊瑚礁中把那袋子清除掉之後，怪物就神奇地減少。{nl}這真是太好了。真是太棒了。{nl}	자네가 루우빅 산호초에서 그 주머니를 없애준 이후로 거짓말처럼 몬스터가 줄었어.{nl}정말 잘 된 일이지. 잘 된 일이야.{nl}				촌장 프레제
QUEST_LV_0300_20180327_002932	但不知道是不是還有剩餘的袋子.. {nl}怪物又逐漸聚集起來。	하지만 아직도 주머니가 남아있는 건지.. {nl}또 몬스터들이 조금씩 모여들고 있어.				촌장 프레제
QUEST_LV_0300_20180327_002933	謝謝你，{nl}我們一直在麻煩你呢。	고맙네.{nl}우리는 계속 자네에게 신세만 지는구먼.				촌장 프레제
QUEST_LV_0300_20180327_002934	如果沒有你，最後我們可能都已經放棄了，{nl}而且也無法擺脫難民的身分..	자네가 없었다면 결국 다 포기했을 걸세.{nl}또 난민 신세를 면치 못했을테지..				촌장 프레제
QUEST_LV_0300_20180327_002935	全都找到了嗎？ {nl}這下子真的可以安心了。	전부 찾아낸건가? {nl}이젠 정말 안심할 수 있겠구먼.				촌장 프레제
QUEST_LV_0300_20180327_002936	嗯，也許.. 這是我個人的想法。{nl}如果把袋子中的粉末從採集場灑到遠方會怎麼樣呢？{nl}	흠, 어쩌면.. 이건 내 생각인데 말야.{nl}주머니에서 나온 가루를 채취장에서 먼 곳에 뿌려버리면 어떨까 하네.{nl}				촌장 프레제
QUEST_LV_0300_20180327_002937	這麼一來，怪物會不會全部聚集在那裡呢？ 對吧？{nl}你可以助我一臂之力嗎？{nl}	그러면 몬스터들이 전부 그쪽으로 몰릴 것 아닌가. 그렇지?{nl}자네가 힘 좀 써줄 수 있겠나?{nl}				촌장 프레제
QUEST_LV_0300_20180327_002938	埃斯克萊暗礁附近正好合適。{nl}拜託你了。	앳스켈레 암초 인근이면 딱 좋을 것 같아.{nl}잘 부탁하네.				촌장 프레제
QUEST_LV_0300_20180327_002939	身為村長卻說這種話，我很慚愧。但是我曾經想過乾脆全部放棄算了。{nl}不管怎樣，我覺得有堅持下來真是做對了。	촌장으로서 부끄러운 이야기지만, 전부 포기할까 생각했던 적도 있네.{nl}뭐가 되었든 버티고 있길 잘한 것 같다고 생각해.				촌장 프레제
QUEST_LV_0300_20180327_002940	你說數量驚人的怪物蜂擁而來？ {nl}哎呀.. 效果似乎很好，但確實有危險。{nl}	엄청난 수의 몬스터들이 몰려왔다고? {nl}이런.. 효과는 좋은 것 같은데 확실히 위험하겠어.{nl}				촌장 프레제
QUEST_LV_0300_20180327_002941	拜託你做那麼輕率的事真的很抱歉。{nl}我得好好告訴人們休想碰那袋子。	자네에게 무모한 일을 부탁해서 정말 미안했네.{nl}저 주머니는 손 댈 생각도 말라고 사람들에게 단단히 전해둬야겠군.{nl}				촌장 프레제
QUEST_LV_0300_20180327_002942	哦，那個珊瑚.. 您是從哪裡取得的？{nl}牠叫阿爾尼姆，是能用來製藥的極其珍貴的珊瑚。{nl}	엇, 그 산호.. 어디서 구하신 건가요?{nl}그건 아르님이라고, 약으로 쓰이는 굉장히 귀한 산호예요.{nl}				상인 펠리시아
QUEST_LV_0300_20180327_002943	您取得牠的地方一定會有棲息地.. {nl}	분명 얻으신 곳 근처에 서식지가 있을덴데.. {nl}				상인 펠리시아
QUEST_LV_0300_20180327_002944	不好意思，可以請您幫忙找棲息地嗎？{nl}只要找到阿爾尼姆珊瑚的棲息地，對這裡的居民就會是很大的幫助。	죄송하지만, 서식지를 찾아주실 수 있을까요?{nl}아르님 산호의 서식지만 찾는다면 여기 주민들에게도 큰 도움이 될 거예요.				상인 펠리시아
QUEST_LV_0300_20180327_002945	只要找到阿爾尼姆珊瑚的棲息地，對這裡的居民就會是很大的幫助。	아르님 산호의 서식지만 찾는다면 여기 주민들에게도 큰 도움이 될 거예요.				상인 펠리시아
QUEST_LV_0300_20180327_002946	諾格拉沙灘嗎？{nl}沒想到在那麼深的地方.. 眼下應該很難去採集。{nl}	누가라 모래톱이요?{nl}그렇게 안쪽이라니.. 당장은 채취가 어렵겠어요.{nl}				상인 펠리시아
QUEST_LV_0300_20180327_002947	我得先告訴難民們。{nl}一起集思廣益對我們或難民來說確實是好事。{nl}真的很感謝您！	일단은 난민분들께 알려드려야겠어요.{nl}같이 방법을 생각해 보는 게 저희나 난민분이나 확실히 좋은 일일 거예요.{nl}정말 감사합니다!				상인 펠리시아
QUEST_LV_0300_20180327_002948	不好意思，您可以幫幫我們嗎？{nl}有很多人受傷，但藥卻用光了.. 要是再這樣下去，事態會變得更加嚴重的..{nl}	죄송하지만, 저희를 도와주실 수 없으신지요.{nl}다친 사람들은 많은데 약이 떨어져서.. 이대로 두면 더 심각해질 겁니다..{nl}				난민 앨리유스
QUEST_LV_0300_20180327_002949	商團所攜帶的藥全用完了，也沒有能取得藥的方法。{nl}要是有材料的話，就能製作軟膏了..	상단이 가지고 있는 약도 벌써 다 썼고, 약을 구할 방법이 없습니다.{nl}재료만 있으면 연고를 만들 수 있는데..				난민 앨리유스
QUEST_LV_0300_20180327_002950	請在附近取來縫蟹的殼和藍色裂嘴菌菇獸的苔癬。{nl}這樣就能製作出能塗在傷口上的軟膏來應急。	이 근방에 있는 틈게의 껍질과 푸른 라프세이프의 이끼를 구해주세요.{nl}급한대로 상처에 사용할 연고를 만들 수 있을 겁니다.				난민 앨리유스
QUEST_LV_0300_20180327_002951	傷勢雖不危及生命，但要是放著不管，一定會開始潰爛的。{nl}唉，受傷的人如此多，卻無能為力..	위급한 상처는 아니지만, 저대로 방치하면 분명 썩을 겁니다.{nl}다친 사람이 많은데 아무것도 할 수 없다니, 참..				난민 앨리유스
QUEST_LV_0300_20180327_002952	謝謝你。真是謝謝您！{nl}只要有了這個，就能幫上大忙了。	감사합니다. 정말 감사합니다!{nl}이거라면 정말 큰 도움이 될 겁니다.				난민 앨리유스
QUEST_LV_0300_20180327_002953	抱歉。我在尋找與掉在遇難船上的小箱子類似的東西..{nl}您是否知道什麼情報呢？{nl}	죄송한데요. 제가 난파선에 떨어진 것 같은 작은 상자를 찾았는데..{nl}혹시 아시는 것이 있으신가요?{nl}				상인 펠리시아
QUEST_LV_0300_20180327_002954	啊啊.. 果然不曉得。{nl}因為它被魔法給封印的，因此無法輕易打開。{nl}	아아.. 역시 모르시는군요.{nl}이건 마법으로 봉인되어 있어서 절대로 열 수가 없거든요.{nl}				상인 펠리시아
QUEST_LV_0300_20180327_002955	裏頭好像裝了什麼重要的東西..{nl}能夠請您幫忙打開箱子嗎？	뭔가 중요한 물건이 들어있을 것 같은데..{nl}상자 여는 걸 도와주실 수 있을까요?				상인 펠리시아
QUEST_LV_0300_20180327_002956	或許在裝滿箱子的船上會有能夠解開封印的東西。{nl}不過，就只撿到這個箱子，卻不知道是哪一艘船。{nl}	아마 이 상자가 실려있던 배에 봉인을 풀 만한 물건도 같이 있을 것 같아요.{nl}그런데 상자만 덩그러니 주운거라 어느 배인지 알 수가 없네요.{nl}				상인 펠리시아
QUEST_LV_0300_20180327_002957	大概被埋在遇難船附近或沿岸某處。{nl}我會給您會對魔力有反應的偵測器，就拜託您了。	난파선 근처나 연안 어딘가에 묻혀있을 거예요.{nl}마력에 반응하는 탐지기를 드릴테니 잘 부탁드려요.				상인 펠리시아
QUEST_LV_0300_20180327_002958	到底是裝了什麼東西，還得將它封印起來呢？	과연 어떤 물건이 들어 있길래 봉인까지 해둔걸까요?				상인 펠리시아
QUEST_LV_0300_20180327_002959	這個包包是什麼？{nl}	이 가방은 뭔가요?{nl}				상인 펠리시아
QUEST_LV_0300_20180327_002960	啊，背包裏頭有魔法石呢！{nl}謝謝您幫我找到了它。{nl}	아, 가방안에 작은 마법석이 있네요!{nl}찾아주셔서 감사합니다.{nl}				상인 펠리시아
QUEST_LV_0300_20180327_002961	裡頭會有什麼呢？ {nl}希望有寶石或飾品..	뭐가 나올까요? {nl}보석이나 장신구면 좋겠는데..				상인 펠리시아
QUEST_LV_0300_20180327_002962	這些竟然都是代理人那傢伙所為.. {nl}雖然想立即去教訓他一頓，不過最好還是交給領主來處理才對。{nl}	이게 전부 다 대리인 녀석 짓이였다니.. {nl}당장 혼쭐을 내 주고 싶지만, 영주님께 맡기는 게 옳겠지.{nl}				촌장 프레제
QUEST_LV_0300_20180327_002963	對了，這麼辛苦你了，真的感到很抱歉，不過.. {nl}能再拜託你一件事嗎？{nl}	참, 수고해준 자네에게 정말 미안하지만.. {nl}조금만 더 부탁해도 되겠나?{nl}				촌장 프레제
QUEST_LV_0300_20180327_002964	真是幸好，不用再當難民了。{nl}而且能夠重返崗位.. 這就像夢一般..	또 난민 처지를 겪지 않는 것만으로도 얼마나 다행인지 모르겠어.{nl}다시 일터로 돌아갈 수 있다니.. 꿈만 같구먼..				촌장 프레제
QUEST_LV_0300_20180327_002965	這下全亂了..{nl}開採珊瑚之事也搞砸了，我們村子現在完蛋了..	이제 다 틀렸어..{nl}산호 채취도 망했고, 우리 마을은 이제 끝이야..				촌장 프레제
QUEST_LV_0300_20180327_002966	難怪我覺得不太對勁。{nl}如果不是貢品，士兵就不能動用，這說得過去嗎？{nl}幸虧有你，才能順利解決。	어쩐지 수상했어요.{nl}공물이 아니면 병사를 움직일 수 없다니, 이게 말이나 되나요?{nl}당신 덕분에 잘 해결되어서 정말 다행이에요.				상인 펠리시아
